course code,Section,Date & Time,Room,Instructor,Quota,Enrol,Avail,Wait,Remarks
ACCT 1610,L1 (1031),MoWe 09:00AM - 10:20AM,"Rm 2406, Lift 17-18 (76)","TAN, Jing",75,73,2,0,
ACCT 2200,L01 (1032),TuTh 03:00PM - 04:20PM,"G009A, CYT Bldg (80)","WANG, Emily",75,74,1,0,
ACCT 2200,L02 (1033),TuTh 10:30AM - 11:50AM,"G009A, CYT Bldg (80)","WANG, Emily",75,75,0,0,
ACCT 2200,L03 (1034),TuTh 04:30PM - 05:50PM,"G009A, CYT Bldg (80)","WANG, Emily",75,75,0,0,
ACCT 2200,L04 (1035),MoWe 10:30AM - 11:50AM,"G012, LSK Bldg (199)","LI, Xinlei",75,75,0,0,
ACCT 2200,L05 (1036),MoWe 12:00PM - 01:20PM,"G012, LSK Bldg (199)","LI, Xinlei",75,75,0,0,
ACCT 2200,L06 (1037),Mo 03:00PM - 04:20PM Fr 10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80) Rm 1011, LSK Bldg (80)","LEUNG, Patrick LEUNG, Patrick",75,46,29,0,
ACCT 2200,L07 (1038),Mo 04:30PM - 05:50PM Fr 12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80) Rm 1011, LSK Bldg (80)","LEUNG, Patrick LEUNG, Patrick",75,43,32,0,
ACCT 2200,L08 (1039),Mo 01:30PM - 02:50PM Fr 09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80) Rm 1011, LSK Bldg (80)","LEUNG, Patrick LEUNG, Patrick",75,33,42,0,
ACCT 2200,L09 (1040),TuTh 01:30PM - 02:50PM,"G009A, CYT Bldg (80)","PETROV, Evgeny",75,75,0,0,
ACCT 2200,L10 (1041),TuTh 12:00PM - 01:20PM,"G009A, CYT Bldg (80)","PETROV, Evgeny",75,75,0,0,
ACCT 2200,L11 (1042),TuTh 09:00AM - 10:20AM,"G009A, CYT Bldg (80)","PETROV, Evgeny",75,73,2,0,
ACCT 2200,L12 (1043),WeFr 01:30PM - 02:50PM,"Rm 1014, LSK Bldg (80)","CHEUNG, Kwok Yip",75,75,0,0,
ACCT 2200,L13 (1044),WeFr 03:00PM - 04:20PM,"Rm 1014, LSK Bldg (80)","CHEUNG, Kwok Yip",76,76,0,0,
ACCT 3020,L1 (1045),TuTh 12:00PM - 01:20PM,"Rm 1007, LSK Bldg (80)","YANG, Daniel G.",79,79,0,0,
ACCT 3020,L2 (1046),TuTh 03:00PM - 04:20PM,"Rm 1007, LSK Bldg (80)","YANG, Daniel G.",73,71,2,0,
ACCT 3020,L3 (1047),TuTh 01:30PM - 02:50PM,"Rm 1007, LSK Bldg (80)","YANG, Daniel G.",70,52,18,0,
ACCT 3210,L1 (1048),TuTh 04:30PM - 05:50PM,"Rm 1034, LSK Bldg (80)","MORRIS, Arthur",70,53,17,0,
ACCT 3210,L2 (1049),TuTh 10:30AM - 11:50AM,"Rm 1007, LSK Bldg (80)","MORRIS, Arthur",78,78,0,0,
ACCT 3210,L3 (1050),TuTh 01:30PM - 02:50PM,"Rm 1010, LSK Bldg (80)","MORRIS, Arthur",70,69,1,0,
ACCT 3610,L1 (1051),MoWe 12:00PM - 01:20PM,"Rm 2406, Lift 17-18 (76)","TAN, Jing",75,75,0,0,
ACCT 3610,L2 (1052),MoWe 10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)","TAN, Jing",75,60,15,0,
ACCT 4410,L1 (1053),Mo 01:30PM - 02:50PM Fr 09:00AM - 10:20AM,"Rm 2303, Lift 17-18 (91) Rm 2303, Lift 17-18 (91)","MAK, Kelvin P MAK, Kelvin P",70,68,2,0,
ACCT 4410,L2 (1054),Mo 03:00PM - 04:20PM Fr 10:30AM - 11:50AM,"Rm 2303, Lift 17-18 (91) Rm 2303, Lift 17-18 (91)","MAK, Kelvin P MAK, Kelvin P",72,72,0,0,
ACCT 4410,L3 (1055),Mo 04:30PM - 05:50PM Fr 12:00PM - 01:20PM,"Rm 2303, Lift 17-18 (91) Rm 2303, Lift 17-18 (91)","MAK, Kelvin P MAK, Kelvin P",70,40,30,0,
ACCT 4610,L1 (1056),WeFr 04:30PM - 05:50PM,"G012, LSK Bldg (199)","LAI, Tai Wai David",70,34,36,0,
ACCT 4610,L2 (1057),WeFr 01:30PM - 02:50PM,"Rm 1034, LSK Bldg (80)","LAI, Tai Wai David",70,66,4,0,
ACCT 4610,L3 (1058),Mo 04:30PM - 05:50PM Fr 12:00PM - 01:20PM,"Rm 1034, LSK Bldg (80) Rm 1034, LSK Bldg (80)","LAI, Tai Wai David LAI, Tai Wai David",70,67,3,0,
ACCT 4710,L1 (1059),MoWe 09:00AM - 10:20AM,"G012, LSK Bldg (199)","LI, Xinlei",70,27,43,0,
ACCT 4720,L1 (1060),MoWe 12:00PM - 01:20PM,"Rm 6591, Lift 31-32 (88)","YOU, Haifeng",60,5,55,0,
ACCT 4980A,R1 (4559),TBA,TBA,"HUANG, Allen Hao",1,1,0,0,Instructor Consent Required
ACCT 5140,L1 (1006),01-FEB-2023 - 22-MAR-2023We 02:30PM - 05:50PM,"G001, LSK Bldg (70)","CHEN, Kevin Chien-WenDUAN, Viola",60Quota/Enrol/AvailACCT: 60/25/35,25,35,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 06-Feb-2023"
ACCT 5140,L2 (1009),02-FEB-2023 - 23-MAR-2023Th 02:30PM - 05:50PM,"G001, LSK Bldg (70)","CHEN, Kevin Chien-WenDUAN, Viola",60Quota/Enrol/AvailACCT: 60/57/3,57,3,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 06-Feb-2023"
ACCT 5140,L3 (1026),08-APR-2023 - 27-MAY-2023Sa 09:00AM - 12:20PM,"Rm 2003, LSK Bldg","CHEN, Kevin Chien-Wen",48,21,27,0,"> For FT-MBA; PT-MBA; MBA Exchange; MBA(Bi-weekly) and DI-MBA students only
> Add/Drop Deadline : 10-Apr-2023"
ACCT 5180,L1 (1004),31-JAN-2023 - 21-MAR-2023Tu 02:30PM - 05:50PM,"G001, LSK Bldg (70)","CHEUNG, Kwok YipDUAN, Viola",60Quota/Enrol/AvailACCT: 60/50/10,50,10,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 06-Feb-2023"
ACCT 5180,L2 (1019),04-APR-2023 - 23-MAY-2023Tu 02:30PM - 05:50PM,"G001, LSK Bldg (70)","CHEUNG, Kwok YipDUAN, Viola",61Quota/Enrol/AvailACCT: 60/60/0,61,0,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 10-Apr-2023"
ACCT 5210,L1 (1007),01-FEB-2023 - 01-MAR-2023We 09:30AM - 12:50PM 03-MAR-2023 - 03-MAR-2023Fr 09:30AM - 12:50PM 08-MAR-2023 - 08-MAR-2023We 09:30AM - 12:50PM 22-MAR-2023 - 22-MAR-2023We 09:30AM - 12:50PM,"G001, LSK Bldg (70) Rm 3001, LSK Bldg G001, LSK Bldg (70) TBA","SHIEH, Tony SHIEH, Tony SHIEH, Tony SHIEH, Tony",56,56,0,0,"> The class is delivered in a conventional face-to-face mode
> For MSc(GO) students only
> Add/Drop Deadline : 01-Feb-2023"
ACCT 5210,L2 (1008),01-FEB-2023 - 01-MAR-2023We 02:00PM - 05:20PM 03-MAR-2023 - 03-MAR-2023Fr 02:00PM - 05:20PM 08-MAR-2023 - 08-MAR-2023We 02:00PM - 05:20PM 22-MAR-2023 - 22-MAR-2023We 09:30AM - 12:50PM,"Rm 2001, LSK Bldg Rm 3001, LSK Bldg Rm 2001, LSK Bldg TBA","SHIEH, Tony SHIEH, Tony SHIEH, Tony SHIEH, Tony",55,47,8,0,"> The class is delivered in a conventional face-to-face mode
> For MSc(GO) students only
> Add/Drop Deadline : 01-Feb-2023"
ACCT 5210,L3 (1027),09-APR-2023 - 09-APR-2023Su 09:00AM - 12:20PM 09-APR-2023 - 09-APR-2023Su 02:00PM - 05:20PM 23-APR-2023 - 23-APR-2023Su 09:00AM - 12:20PM 23-APR-2023 - 23-APR-2023Su 02:00PM - 05:20PM 14-MAY-2023 - 14-MAY-2023Su 09:00AM - 12:20PM 14-MAY-2023 - 14-MAY-2023Su 02:00PM - 05:20PM 28-MAY-2023 - 28-MAY-2023Su 09:00AM - 12:20PM 28-MAY-2023 - 28-MAY-2023Su 02:00PM - 05:20PM,"Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg Rm 2001, LSK Bldg","SHIEH, Tony SHIEH, Tony SHIEH, Tony SHIEH, Tony SHIEH, Tony SHIEH, Tony SHIEH, Tony SHIEH, Tony",65,43,22,0,"> The class is delivered in a conventional face-to-face mode
> For FT-MBA; PT-MBA and Bi-weekly MBA students only
> Add/Drop Deadline : 10-Apr-2023"
ACCT 5210,L4 (1029),12-APR-2023 - 31-MAY-2023We 07:00PM - 10:20PM,TBA,"SHIEH, Tony",50Quota/Enrol/AvailMBA: 50/19/31,19,31,0,"> The class is delivered in a conventional face-to-face mode
> For FT-MBA; PT-MBA and MBA Exchange students only
> Venue : B-School Central, 15/F, HK Club Bldg, 3A Charter Rd, Central
> Add/Drop Deadline : 17-Apr-2023"
ACCT 5210,L5 (1017),31-MAR-2023 - 12-MAY-2023Fr 07:00PM - 08:50PM 19-MAY-2023 - 19-MAY-2023Fr 07:00PM - 10:20PM,TBA TBA,"CHEN, Tai-Yuan CHEN, Tai-Yuan",40Quota/Enrol/AvailDigital MBA: 40/30/10,30,10,0,"> The class is delivered in a real-time online mode
> For DI-MBA students only
> Add/Drop Deadline : 06-Apr-2023"
ACCT 5220,L1 (1022),06-APR-2023 - 25-MAY-2023Th 09:30AM - 12:50PM,"G001, LSK Bldg (70)","DUAN, ViolaSHIEH, Tony",60Quota/Enrol/AvailACCT: 60/31/29,31,29,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 10-Apr-2023"
ACCT 5320,L1 (1010),02-FEB-2023 - 23-MAR-2023Th 09:30AM - 12:50PM,"G001, LSK Bldg (70)","REN, StevenWANG, Shiheng",60Quota/Enrol/AvailACCT: 60/58/2,58,2,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 06-Feb-2023"
ACCT 5320,L2 (1016),09-FEB-2023 - 23-FEB-2023Th 07:00PM - 10:20PM 09-MAR-2023 - 06-APR-2023Th 07:00PM - 10:20PM,TBA TBA,"WANG, Shiheng WANG, Shiheng",50,45,5,0,"> For FT-MBA; PT-MBA; MBA Exchange and MBA(Bi-weekly) students only
> Venue : B-School Central, 15/F, HK Club Bldg, 3A Charter Rd, Central
> Add/Drop Deadline : 13-Feb-2023"
ACCT 5430,L1 (1003),30-JAN-2023 - 20-MAR-2023Mo 02:30PM - 05:50PM,"G001, LSK Bldg (70)","CHEN, Peter FushengWU, Nich.",60Quota/Enrol/AvailACCT: 60/28/32,28,32,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 06-Feb-2023"
ACCT 5510,L1 (1005),31-JAN-2023 - 21-MAR-2023Tu 09:30AM - 12:50PM,"G001, LSK Bldg (70)","LAI, Tai Wai DavidREN, Steven",60Quota/Enrol/AvailACCT: 60/51/9,51,9,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 06-Feb-2023"
ACCT 5510,L2 (1020),04-APR-2023 - 23-MAY-2023Tu 09:30AM - 12:50PM,"G001, LSK Bldg (70)","LAI, Tai Wai DavidREN, Steven",60Quota/Enrol/AvailACCT: 60/54/6,54,6,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 10-Apr-2023"
ACCT 5630,L1 (1028),11-APR-2023 - 30-MAY-2023Tu 07:00PM - 10:20PM,TBA,"FRANKLIN, Laurence Craig",50,47,3,0,"> For FT-MBA; PT-MBA; MBA Exchange and MBA(Bi-weekly) students only
> Add/Drop Deadline : 17-Apr-2023
> Venue : B-School Central, 15/F, HK Club Bldg, 3A Charter Rd, Central"
ACCT 5640,L1 (1025),07-APR-2023 - 26-MAY-2023Fr 09:30AM - 12:50PM,"G001, LSK Bldg (70)","TAM, NathalieTAN, Jing",60Quota/Enrol/AvailACCT: 60/60/0,60,0,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 10-Apr-2023"
ACCT 5640,L2 (1024),07-APR-2023 - 19-MAY-2023Fr 02:30PM - 05:50PM 26-MAY-2023 - 26-MAY-2023Fr 09:30AM - 12:50PM,"G001, LSK Bldg (70) Rm 2003, LSK Bldg","TAM, NathalieTAN, Jing TAM, NathalieTAN, Jing",60Quota/Enrol/AvailACCT: 60/18/42,18,42,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 10-Apr-2023"
ACCT 5720,L1 (1021),05-APR-2023 - 24-MAY-2023We 09:30AM - 12:50PM,"G001, LSK Bldg (70)","DUAN, Viola",70Quota/Enrol/AvailACCT: 70/58/12,58,12,0,"> For MSc(ACCT) students only
> Add/Drop Deadline : 10-Apr-2023
> Instructor : KPMG Speaker"
ACCT 5730,L1 (1023),06-APR-2023 - 25-MAY-2023Th 02:30PM - 05:50PM,"G001, LSK Bldg (70)","REN, StevenYOU, Haifeng",60Quota/Enrol/AvailACCT: 60/23/37,23,37,0,"> The class is delivered in a conventional face-to-face mode
> For MSc(ACCT) students only
> Venue : B-School Central, 15/F, HK Club Bldg, 3A Charter Rd, Central
> Add/Drop Deadline : 10-Apr-2023"
ACCT 5730,L2 (1015),08-FEB-2023 - 22-FEB-2023We 07:00PM - 10:20PM 08-MAR-2023 - 05-APR-2023We 07:00PM - 10:20PM,TBA TBA,"YOU, Haifeng YOU, Haifeng",46,15,31,0,"> The class is delivered in a conventional face-to-face mode
> For FT-MBA; PT-MBA; MBA Exchange and Bi-weekly MBA students only
> Venue : B-School Central, 15/F, HK Club Bldg, 3A Charter Rd, Central
> Add/Drop Deadline : 13-Feb-2023"
ACCT 5801,L1 (1018),01-APR-2023 - 06-MAY-2023Sa 09:00AM - 12:20PM 13-MAY-2023 - 13-MAY-2023Sa 09:00AM - 12:20PM 20-MAY-2023 - 20-MAY-2023Sa 09:00AM - 12:20PM,"Rm 1001, LSK Bldg (70) G001, LSK Bldg (70) Rm 1001, LSK Bldg (70)","CHEN, YanzhenHUANG, Allen Hao CHEN, YanzhenHUANG, Allen Hao CHEN, YanzhenHUANG, Allen Hao",70Quota/Enrol/AvailIS: 70/65/5,65,5,0,"> For MSc(ISM) students only
> Add/Drop Deadline : 03-Apr-2023"
ACCT 6900H,L1 (1030),13-APR-2023 - 04-MAY-2023Th 07:00PM - 10:20PM,TBA,"CHEN, Kevin Chien-Wen",50,49,1,0,"> For FT-MBA; PT-MBA; MBA Exchange and MBA(Bi-weekly) students only
> Add/Drop Deadline : 17-Apr-2023
> Venue : B-School Central, 15/F, HK Club Bldg, 3A Charter Rd, Central"
ACCT 6990,R1 (1011),TBA,TBA,TBA,15,2,13,0,> For MPhil(ACCT) students only
ACCT 7730,L1 (1012),TBA,TBA,"HUNG, Ming Yi",15,7,8,0,> For MPhil(ACCT) and PhD(ACCT) students only
ACCT 7730,T1 (1013),TBA,TBA,"HUNG, Ming Yi",15,7,8,0,
ACCT 7990,R1 (1014),TBA,TBA,TBA,15,6,9,0,> For PhD(PP) students only
AESF 5050,L1 (1568),We 07:00PM - 09:50PM,"Rm 2465, Lift 25-26 (122)","MA, Lok Wang",10Quota/Enrol/AvailAESF: 10/4/6,4,6,0,
AESF 5330,L1 (1569),Tu 07:00PM - 09:50PM,"G009B, CYT Bldg (70)","LIEM, Rhea Patricia",70Quota/Enrol/AvailAESF: 70/59/11,60,10,0,
AESF 5350,L1 (1570),Th 07:00PM - 09:50PM,"Rm 2302, Lift 17-18 (74)","ZHANG, Xin",70Quota/Enrol/AvailAESF: 70/39/31,40,30,0,
AESF 5380,L1 (1571),03-FEB-2023 - 03-FEB-2023Fr 07:00PM - 09:50PM 10-FEB-2023 - 05-MAY-2023Fr 07:00PM - 09:50PM,"G009B, CYT Bldg (70) Rm 5620, Lift 31-32 (70)","LI, Larry LI, Larry",70Quota/Enrol/AvailAESF: 69/42/27MESF: 1/1/0,44,26,0,
AESF 5720,L1 (1572),We 07:00PM - 09:50PM,"G009B, CYT Bldg (70)","YANG, Jinglei",70Quota/Enrol/AvailAESF: 70/49/21,52,18,0,
AESF 6910V,L1 (4320),04-FEB-2023 - 25-FEB-2023Sa 02:30PM - 05:20PM,"Rm 2504, Lift 25-26 (84)","LAU, Shiu Fai Steven",70Quota/Enrol/AvailAESF: 60/21/39MESF: 10/0/10,21,49,0,> Add/Drop Deadline : 09-Feb-2023
AESF 6910W,L1 (4321),04-MAR-2023 - 25-MAR-2023Sa 10:00AM - 12:50PM,"Rm 2504, Lift 25-26 (84)","NG, Yung Wai Peter",70Quota/Enrol/AvailAESF: 60/22/38MESF: 10/0/10,23,47,0,> Add/Drop Deadline : 09-Mar-2023
AESF 6910X,L1 (4322),01-APR-2023 - 01-APR-2023Sa 03:00PM - 05:50PM 15-APR-2023 - 29-APR-2023Sa 10:00AM - 12:50PM,"Rm 2504, Lift 25-26 (84) Rm 2504, Lift 25-26 (84)","HUI, Sin Wah Cynthia HUI, Sin Wah Cynthia",70Quota/Enrol/AvailAESF: 60/20/40MESF: 10/0/10,20,50,0,> Add/Drop Deadline : 06-Apr-2023
AESF 6950A,R1 (4433),TBA,TBA,TBA,30,2,28,0,Instructor Consent Required
AESF 6950B,R1 (4434),TBA,TBA,TBA,60,44,16,0,Instructor Consent Required
AESF 6950D,R1 (4546),TBA,TBA,TBA,1,1,0,0,Instructor Consent Required
AIAA 6990,R1 (4287),TBA,TBA,TBA,30,1,29,0,
AIAA 7990,R1 (4298),TBA,TBA,TBA,30,9,21,0,
AMAT 7990,R1 (4299),TBA,TBA,TBA,30,19,11,0,
BIBU 1010,T1 (1729),TBA,TBA,"CHUNG, Kenny KSULLIVAN, Bilian NI",50,37,13,0,
BIBU 4830,L1 (1730),Mo 12:00PM - 02:50PM,"Rm 4504, Lift 25-26 (54)","LEE, Hong Seng Daniel",50,37,13,0,
BIBU 4840,R1 (1731),TBA,TBA,"CHUNG, Kenny KSULLIVAN, Bilian NI",7,7,0,0,Instructor Consent Required
BIBU 4850,LA1 (1732),TBA,TBA,"CHUNG, Kenny KSULLIVAN, Bilian NI",7,6,1,0,> The credit load is spread in the following pattern: Fall: 3; Spring: 3Instructor Consent Required
BIEN 1010,L1 (1733),TuTh 12:00PM - 01:20PM,Lecture Theater C (211),"WONG, Tsz Wai",200,193,7,0,
BIEN 2410,L1 (1734),Mo 04:30PM - 05:50PM Fr 12:00PM - 01:20PM,"G009B, CYT Bldg (70) G009B, CYT Bldg (70)","KUANG, Becki Yi KUANG, Becki Yi",50,27,23,0,
BIEN 2410,T1 (1735),Tu 06:00PM - 06:50PM,"Rm 4502, Lift 25-26 (60)","KUANG, Becki Yi",50,27,23,0,
BIEN 3320,L1 (1736),MoWe 12:00PM - 01:20PM,"Rm 4502, Lift 25-26 (60)","WANG, Jiguang",50,41,9,0,
BIEN 3320,T1 (1737),Th 03:30PM - 04:20PM,Lecture Theater K (106),"WANG, Jiguang",50,41,9,0,
BIEN 4920,T1 (1738),We 02:00PM - 02:50PM,TBA,"LAM, Leung Yuk Frank",19,19,0,0,"> Classes held in Room 2503
> The credit load will usually be spread in the following pattern: Fall: 3; Spring: 3"
BIEN 4940,T1 (1740),We 02:00PM - 02:50PM,TBA,"LIU, Y.S. Marshal",4,4,0,0,"> Classes held in Room 2503
> The credit load will usually be spread in the following pattern: Fall: 3; Spring: 3Instructor Consent Required"
BIEN 4940,T2 (4490),Fr 06:00PM - 06:50PM,TBA,"LIU, Y.S. Marshal",1,1,0,0,> The credit load will usually be spread in the following pattern: Fall: 3; Spring: 3Instructor Consent Required
BIEN 4990,T1 (4313),TBA,TBA,TBA,1,1,0,0,Instructor Consent Required
BIEN 5010,L1 (1062),Tu 09:00AM - 11:50AM,"Rm 5508, Lift 25-26 (30)","WU, Angela Ruohao",30,23,7,0,
BIEN 5820,L1 (1063),Th 06:00PM - 08:50PM,"G002, CYT Bldg (30)","YOBAS, Levent",20,9,11,0,
BIEN 6800X,T1 (1064),Mo 03:00PM - 04:20PM,Lecture Theater H (72),"SUN, Fei",60,41,19,0,
BIEN 6930D,L1 (1065),We 03:00PM - 05:50PM,"G002, CYT Bldg (30)","LAI, Yong",30,8,22,0,
BIEN 6990,R1 (1066),TBA,TBA,TBA,15,7,8,0,
BIEN 7990,R1 (1067),TBA,TBA,TBA,40,26,14,0,
BSBE 6990,R1 (4288),TBA,TBA,TBA,30,1,29,0,
BSBE 7990,R1 (4300),TBA,TBA,TBA,30,11,19,0,
BTEC 5220,L1 (1370),28-JAN-2023 - 04-FEB-2023Sa 09:30AM - 01:20PM 18-FEB-2023 - 18-FEB-2023Sa 09:30AM - 01:20PM 04-MAR-2023 - 04-MAR-2023Sa 09:30AM - 01:20PM 18-MAR-2023 - 18-MAR-2023Sa 09:30AM - 01:20PM 01-APR-2023 - 01-APR-2023Sa 09:30AM - 01:20PM 15-APR-2023 - 15-APR-2023Sa 09:30AM - 01:20PM 29-APR-2023 - 29-APR-2023Sa 09:30AM - 01:20PM 13-MAY-2023 - 13-MAY-2023Sa 09:30AM - 01:20PM 27-MAY-2023 - 27-MAY-2023Sa 09:30AM - 01:20PM 03-JUN-2023 - 03-JUN-2023Sa 09:30AM - 01:20PM,"Rm 2406, Lift 17-18 (76) Rm 2406, Lift 17-18 (76) Rm 2406, Lift 17-18 (76) Rm 2465, Lift 25-26 (122) Rm 2465, Lift 25-26 (122) Rm 2465, Lift 25-26 (122) Rm 2465, Lift 25-26 (122) Rm 2465, Lift 25-26 (122) Rm 2465, Lift 25-26 (122) Rm 2465, Lift 25-26 (122)",TBA TBA TBA TBA TBA TBA TBA TBA TBA TBA,69,68,1,0,
BTEC 5220,T1 (1373),TBA,TBA,TBA,69,68,1,0,
BTEC 5260,L1 (1368),28-JAN-2023 - 28-JAN-2023Sa 02:00PM - 04:50PM 11-FEB-2023 - 11-FEB-2023Sa 09:00AM - 10:50AM 25-FEB-2023 - 25-FEB-2023Sa 09:00AM - 10:50AM 11-MAR-2023 - 11-MAR-2023Sa 02:00PM - 04:50PM 25-MAR-2023 - 25-MAR-2023Sa 02:00PM - 04:50PM 01-APR-2023 - 01-APR-2023Sa 02:00PM - 04:50PM 22-APR-2023 - 22-APR-2023Sa 09:00AM - 10:50AM 06-MAY-2023 - 06-MAY-2023Sa 09:00AM - 10:50AM 20-MAY-2023 - 20-MAY-2023Sa 02:00PM - 04:50PM 03-JUN-2023 - 03-JUN-2023Sa 02:00PM - 04:50PM,"Rm 2406, Lift 17-18 (76) Rm 2406, Lift 17-18 (76) Rm 2406, Lift 17-18 (76) Rm 2406, Lift 17-18 (76) Rm 4621, Lift 31-32 (126) Rm 4621, Lift 31-32 (126) Rm 2464, Lift 25-26 (122) Rm 2464, Lift 25-26 (122) Rm 2465, Lift 25-26 (122) Rm 4621, Lift 31-32 (126)",TBA TBA TBA TBA TBA TBA TBA TBA TBA TBA,69,68,1,0,
BTEC 5260,T1 (1369),28-JAN-2023 - 28-JAN-2023Sa 05:00PM - 05:50PM 11-FEB-2023 - 11-FEB-2023Sa 11:00AM - 12:50PM 25-FEB-2023 - 25-FEB-2023Sa 11:00AM - 12:50PM 11-MAR-2023 - 11-MAR-2023Sa 05:00PM - 05:50PM 25-MAR-2023 - 25-MAR-2023Sa 05:00PM - 05:50PM 01-APR-2023 - 01-APR-2023Sa 05:00PM - 05:50PM 22-APR-2023 - 22-APR-2023Sa 11:00AM - 12:50PM 06-MAY-2023 - 06-MAY-2023Sa 11:00AM - 12:50PM 20-MAY-2023 - 20-MAY-2023Sa 05:00PM - 05:50PM 03-JUN-2023 - 03-JUN-2023Sa 05:00PM - 05:50PM,"Rm 2406, Lift 17-18 (76) Rm 2406, Lift 17-18 (76) Rm 2406, Lift 17-18 (76) Rm 2406, Lift 17-18 (76) Rm 4621, Lift 31-32 (126) Rm 4621, Lift 31-32 (126) Rm 2464, Lift 25-26 (122) Rm 2464, Lift 25-26 (122) Rm 2465, Lift 25-26 (122) Rm 4621, Lift 31-32 (126)",TBA TBA TBA TBA TBA TBA TBA TBA TBA TBA,69,68,1,0,
BTEC 5340,L1 (1371),02-FEB-2023 - 20-APR-2023Th 07:30PM - 09:20PM 04-MAY-2023 - 04-MAY-2023Th 07:30PM - 09:20PM,"Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54)","LEE, Hong Seng Daniel LEE, Hong Seng Daniel",40,31,9,0,
BTEC 5340,T1 (1372),02-FEB-2023 - 20-APR-2023Th 09:30PM - 10:20PM 04-MAY-2023 - 04-MAY-2023Th 09:30PM - 10:20PM,"Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54)","LEE, Hong Seng Daniel LEE, Hong Seng Daniel",40,31,9,0,
BTEC 5380,L1 (1392),04-FEB-2023 - 04-FEB-2023Sa 02:00PM - 05:20PM 18-FEB-2023 - 18-FEB-2023Sa 02:00PM - 05:20PM 11-MAR-2023 - 11-MAR-2023Sa 09:00AM - 12:20PM 25-MAR-2023 - 25-MAR-2023Sa 09:00AM - 12:20PM 15-APR-2023 - 15-APR-2023Sa 02:00PM - 05:20PM 29-APR-2023 - 06-MAY-2023Sa 02:00PM - 05:20PM 20-MAY-2023 - 20-MAY-2023Sa 09:00AM - 12:20PM,"Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54)","WONG, Yung Hou WONG, Yung Hou WONG, Yung Hou WONG, Yung Hou WONG, Yung Hou WONG, Yung Hou WONG, Yung Hou",42,40,2,0,
BTEC 5380,T1 (1393),04-FEB-2023 - 04-FEB-2023Sa 05:30PM - 05:50PM 18-FEB-2023 - 18-FEB-2023Sa 05:30PM - 05:50PM 11-MAR-2023 - 11-MAR-2023Sa 12:30PM - 12:50PM 25-MAR-2023 - 25-MAR-2023Sa 12:30PM - 12:50PM 15-APR-2023 - 15-APR-2023Sa 05:30PM - 05:50PM 29-APR-2023 - 06-MAY-2023Sa 05:30PM - 05:50PM 20-MAY-2023 - 20-MAY-2023Sa 12:30PM - 12:50PM,"Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54) Rm 4504, Lift 25-26 (54)","WONG, Yung Hou WONG, Yung Hou WONG, Yung Hou WONG, Yung Hou WONG, Yung Hou WONG, Yung Hou WONG, Yung Hou",42,40,2,0,> Additional tutorial hours to be arranged by Division
BTEC 6900,L1 (1374),TBA,TBA,TBA,20,10,10,0,
BTEC 6900,T1 (1375),TBA,TBA,TBA,20,10,10,0,
BTEC 6930,L1 (1376),TBA,TBA,TBA,10,6,4,0,
BTEC 6930,LA1 (1377),TBA,TBA,TBA,10,6,4,0,
BTEC 6940,T1 (1379),TBA,TBA,TBA,20,10,10,0,
BTEC 6940,LA1 (1378),TBA,TBA,TBA,20,10,10,0,
CBME 5110,L1 (1573),Th 01:30PM - 04:20PM,"Rm 2465, Lift 25-26 (122)","YEUNG, King Lun",80Quota/Enrol/AvailCBME: 80/39/41,39,41,0,
CBME 5520,L1 (1574),Mo 07:00PM - 09:50PM,"Rm 2503, Lift 25-26 (87)","KIM, Yoonseob",80Quota/Enrol/AvailCBME: 80/55/25,55,25,0,
