course code,Section,Date & Time,Room,Instructor,Quota,Enrol,Avail,Wait,Remarks
CORE 1423,T12 (4317),MoWe 09:00AM - 10:20AM,"Rm 5504, Lift 25-26 (24)","SUEN, Hiu Yeung",20,10,10,0,> Please select a suitable Chinese course carefully according to the CLEâs guidelines: https://cle.hkust.edu.hk/courses/common-core/chinese/selection-guideline
CORE 1501,L1 (2483),MoWe 12:00PM - 01:20PM,"Rm 2302, Lift 17-18 (74)","QIN, Zhen",58,58,0,0,
CORE 1554,L1 (2484),Fr 03:00PM - 04:50PM,"Rm 4621, Lift 31-32 (126)","MA, Jianxiong",70,63,7,0,
CORE 1554,T1 (2485),Fr 05:00PM - 05:50PM,"Rm 4621, Lift 31-32 (126)","MA, Jianxiong",70,63,7,0,
CORE 1576,L1 (2486),TuTh 03:00PM - 04:20PM,Lecture Theater H (72),"PROOI, Dennis",48,48,0,0,
CORE 1576,L2 (4535),MoWe 10:30AM - 11:50AM,"Rm 2504, Lift 25-26 (84)","PROOI, Dennis",60,60,0,0,
CORE 1631,L1 (2487),TuTh 04:30PM - 05:50PM,"LTL, CYT Bldg (354)","DUJUNCO, Mercedes Maria",48,16,32,0,
CORE 1631,L2 (2488),TuTh 03:00PM - 04:20PM,"LTL, CYT Bldg (354)","DUJUNCO, Mercedes Maria",48,7,41,0,
CORE 1632,L1 (2489),WeFr 04:30PM - 05:50PM,"LTL, CYT Bldg (354)","DROSCHA, Isaac David",48,42,6,0,
CORE 1660,L1 (4342),Mo 06:00PM - 07:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",60,48,12,0,
CORE 1660,T1 (4343),We 03:00PM - 03:50PM,"Rm 209, Shaw Auditorium","CHU, Shun",30,27,3,0,
CORE 1660,T2 (4344),We 04:00PM - 04:50PM,"Rm 209, Shaw Auditorium","CHU, Shun",30,21,9,0,
CORE 1661,L1 (2495),Th 12:00PM - 02:50PM,"Rm 6573, Lift 29-30 (88)","CHAN, Sau Yan",78,74,4,0,
CORE 1662,T2 (2497),Mo 04:00PM - 05:50PM,"Rm 207, Shaw Auditorium",TBA,8,4,4,0,"> Instructor : WONG, Yee Man"
CORE 1662,T3 (2498),Tu 06:00PM - 07:50PM,"Rm 207, Shaw Auditorium",TBA,8,1,7,0,"> Instructor : WONG, Yee Man"
CORE 1666,L1 (4356),Tu 06:00PM - 07:50PM,"Rm 2303, Lift 17-18 (91)","CHU, Shun",24,24,0,0,
CORE 1666,L2 (4357),We 06:00PM - 07:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",24,23,1,0,
CORE 1666,T1 (4358),Tu 08:00PM - 08:50PM,"Rm 2303, Lift 17-18 (91)","CHU, Shun",24,24,0,0,
CORE 1666,T2 (4359),We 08:00PM - 08:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",24,23,1,0,
CORE 1667,L1 (4371),Th 06:00PM - 07:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",24,18,6,0,
CORE 1667,L2 (4372),Fr 06:00PM - 07:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",24,15,9,0,
CORE 1667,T1 (4373),Th 08:00PM - 08:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",24,18,6,0,
CORE 1667,T2 (4374),Fr 08:00PM - 08:50PM,"Rm 4503, Lift 25-26 (64)","CHU, Shun",24,15,9,0,
CORE 1668,L1 (2513),We 03:00PM - 05:50PM,"Rm 1410, Lift 25-26 (60)","GUO, Qiuzi",48,39,9,0,
CORE 1669,L1 (4382),Mo 02:00PM - 03:50PM,"Multi-function Room, LG4, LIB","CHU, Shun",48,46,2,0,
CORE 1669,T1 (4383),Mo 04:00PM - 04:50PM,"Multi-function Room, LG4, LIB","CHU, Shun",24,24,0,0,
CORE 1669,T2 (4384),Tu 02:00PM - 02:50PM,"Multi-function Room, LG4, LIB","CHU, Shun",24,22,2,0,
CORE 1720,L1 (4094),TuTh 03:00PM - 04:20PM,Lecture Theater F (133),"WANG, Jin",48,47,1,0,
CORE 1862,LX (4095),TBA,TBA,"GROVES, Julian Mcallister",48,48,0,0,> The class is delivered in a self-paced online mode
CORE 1901,L1 (2745),03-FEB-2023 - 18-MAR-2023TuTh 09:00AM - 10:20AM,Lecture Theater A (401),"HUNG, Jenny",300,89,211,0,
CORE 1901,T1 (2755),20-MAR-2023 - 09-MAY-2023TuTh 09:00AM - 10:20AM,"Rm 4502, Lift 25-26 (60)","HUNG, JennyJAISINGH, JeevanMA, Lok WangMILES, Steven B.",30,23,7,0,
CORE 1901,T2 (2757),20-MAR-2023 - 09-MAY-2023TuTh 09:00AM - 10:20AM,"Rm 4504, Lift 25-26 (54)","CHASNOV, Jeffrey RobertHUNG, JennyJAISINGH, JeevanZHANG, Dong",30,22,8,0,
CORE 1901,T3 (2758),20-MAR-2023 - 09-MAY-2023TuTh 09:00AM - 10:20AM,"Rm 1410, Lift 25-26 (60)","HUNG, JennyLIU, Y.S. MarshalMILES, Steven B.SAUERWEIN, Meike",30,22,8,0,
CORE 1901,T4 (2759),20-MAR-2023 - 09-MAY-2023TuTh 09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)","HUNG, JennySAUERWEIN, MeikeVONG, KenwardZHANG, Dong",30,22,8,0,
CORE 1905A,T01 (4130),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"NG, Tai Kai NG, Tai Kai",19,19,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T02 (4131),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"PO, Adrian PO, Adrian",27,27,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T03 (4132),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"LEUNG, Chi Man LEUNG, Chi Man",27,27,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T04 (4133),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"CHEUNG, Wing Tung CHEUNG, Wing Tung",30,30,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T05 (4134),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"CHU, Sin Yee CHU, Sin Yee",25,23,2,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T06 (4135),Tu 06:00PM - 07:20PM Th 06:00PM - 06:50PM,TBA TBA,"NGAI, Shuk Ling Su NGAI, Shuk Ling Su",34,34,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T07 (4136),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"NG, Tai Kai NG, Tai Kai",22,22,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T08 (4137),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"PO, Adrian PO, Adrian",21,21,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T09 (4138),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"LEUNG, Chi Man LEUNG, Chi Man",21,20,1,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T10 (4139),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"CHAN, Fred CHAN, Fred",24,24,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T11 (4140),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"TSANG, Ming Wai Emily TSANG, Ming Wai Emily",22,22,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T12 (4141),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"VONG, Kenward VONG, Kenward",21,21,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T13 (4142),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"YU, Chi Wai YU, Chi Wai",27,27,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T14 (4143),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"LAM, Janet LAM, Janet",34,31,3,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T15 (4144),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"NGAI, Shuk Ling Su NGAI, Shuk Ling Su",27,27,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T16 (4145),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"TSANG, Ming Wai Emily TSANG, Ming Wai Emily",27,26,1,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T17 (4146),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"VONG, Kenward VONG, Kenward",23,19,4,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T18 (4147),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"YU, Chi Wai YU, Chi Wai",21,19,2,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T19 (4148),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"CHAN, Fred CHAN, Fred",26,26,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T20 (4149),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"KO, Ice Wai Ping KO, Ice Wai Ping",28,28,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T21 (4150),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"LAM, Yeung LAM, Yeung",27,26,1,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T22 (4151),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"HUNG, Siu Chun HUNG, Siu Chun",19,18,1,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T23 (4152),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"KO, Ngan Nei KO, Ngan Nei",36,36,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T24 (4153),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"CHEUNG, Wing Tung CHEUNG, Wing Tung",30,27,3,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T25 (4154),Mo 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"KO, Ice Wai Ping KO, Ice Wai Ping",26,26,0,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T26 (4155),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"LAM, Yeung LAM, Yeung",25,23,2,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905A,T27 (4156),We 09:00AM - 10:20AM Th 06:00PM - 06:50PM,TBA TBA,"HUNG, Siu Chun HUNG, Siu Chun",26,25,1,0,> The credit load is spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T01 (4036),Fr 12:00PM - 01:20PM,TBA,TBA,30,29,1,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T02 (4037),Fr 12:00PM - 01:20PM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T03 (4038),Fr 09:00AM - 10:20AM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T04 (4039),Mo 04:30PM - 05:50PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T05 (4040),Fr 09:00AM - 10:20AM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T06 (4041),We 12:00PM - 01:20PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T07 (4042),Fr 12:00PM - 01:20PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T08 (4043),Mo 04:30PM - 05:50PM,TBA,TBA,30,26,4,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T09 (4044),Fr 12:00PM - 01:20PM,TBA,TBA,30,26,4,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T10 (4045),We 12:00PM - 01:20PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T11 (4046),We 12:00PM - 01:20PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T12 (4047),Fr 09:00AM - 10:20AM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T13 (4048),Mo 04:30PM - 05:50PM,TBA,TBA,30,26,4,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T14 (4049),Fr 09:00AM - 10:20AM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T15 (4050),Fr 09:00AM - 10:20AM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T16 (4051),Fr 12:00PM - 01:20PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T17 (4052),Mo 04:30PM - 05:50PM,TBA,TBA,30,26,4,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T18 (4053),We 12:00PM - 01:20PM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T19 (4054),Fr 09:00AM - 10:20AM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T20 (4055),Mo 04:30PM - 05:50PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T21 (4056),Mo 04:30PM - 05:50PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T22 (4057),We 12:00PM - 01:20PM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T23 (4058),Mo 04:30PM - 05:50PM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T24 (4059),Fr 09:00AM - 10:20AM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T25 (4060),We 12:00PM - 01:20PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T26 (4061),We 12:00PM - 01:20PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T27 (4062),Fr 09:00AM - 10:20AM,TBA,TBA,30,29,1,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T28 (4063),Mo 04:30PM - 05:50PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T29 (4064),Fr 09:00AM - 10:20AM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T30 (4065),Mo 04:30PM - 05:50PM,TBA,TBA,30,29,1,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T31 (4066),Mo 04:30PM - 05:50PM,TBA,TBA,30,27,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T32 (4067),Mo 04:30PM - 05:50PM,TBA,TBA,30,30,0,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T33 (4068),Mo 04:30PM - 05:50PM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T34 (4069),Fr 12:00PM - 01:20PM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T35 (4070),Fr 09:00AM - 10:20AM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905B,T36 (4071),We 12:00PM - 01:20PM,TBA,TBA,30,28,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T01 (3994),Th 10:30AM - 11:50AM,TBA,TBA,35,33,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T02 (3995),We 09:00AM - 10:20AM,TBA,TBA,70,68,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T03 (3996),Fr 03:00PM - 04:20PM,TBA,TBA,35,32,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T04 (3997),Fr 03:00PM - 04:20PM,TBA,TBA,70,65,5,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T05 (3998),Th 09:00AM - 10:20AM,TBA,TBA,70,68,2,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T06 (3999),Tu 04:30PM - 05:50PM,TBA,TBA,105,101,4,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T07 (4000),Th 10:30AM - 11:50AM,TBA,TBA,35,34,1,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T08 (4001),We 09:00AM - 10:20AM,TBA,TBA,70,67,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T09 (4002),Fr 12:00PM - 01:20PM,TBA,TBA,80,71,9,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T10 (4003),Th 10:30AM - 11:50AM,TBA,TBA,50,46,4,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T11 (4004),We 09:00AM - 10:20AM,TBA,TBA,40,34,6,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T12 (4005),Fr 12:00PM - 01:20PM,TBA,"LAFON-VINAIS, Veronique J A",60,53,7,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T13 (4006),Fr 03:00PM - 04:20PM,TBA,"LAFON-VINAIS, Veronique J A",20,17,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T14 (4007),TBA,TBA,TBA,50,45,5,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T15 (4008),Th 09:00AM - 10:20AM,TBA,"IEONG, Chao",60,50,10,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T16 (4009),Mo 10:30AM - 11:50AM,TBA,"LAU, Ronald",20,9,11,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T17 (4010),Tu 04:30PM - 05:50PM,TBA,TBA,70,55,15,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T18 (4011),Mo 10:30AM - 11:50AM,TBA,TBA,50,37,13,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T19 (4012),Mo 10:30AM - 11:50AM,TBA,"LEUNG, Chi ManSIU, Kam Wing",50,12,38,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905C,T20 (4013),TBA,TBA,TBA,40,28,12,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905D,T01 (4087),Fr 03:00PM - 04:20PM,"G010, CYT Bldg (140)","DROSCHA, Isaac DavidHENDRY, David JamesMEGAN, Melissa JaneWONG, James K.",100,91,9,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1905E,T01 (2747),Th 06:00PM - 07:20PM,"Rm 2503, Lift 25-26 (87)","SAUERWEIN, Meike",40,37,3,0,> The credit load will usually be spread in the following pattern: Fall: 1; Spring: 2
CORE 1943,L1 (2428),TuTh 10:30AM - 11:50AM,"Rm 4582, Lift 27-28 (66)","SAUERWEIN, Meike",35,35,0,0,> The class is delivered in a experiential learning mode
CORE 2261,L1 (2771),Fr 11:30AM - 01:20PM,"Rm 2502, Lift 25-26 (120)","XIANG, Changying",30,16,14,0,
CORE 2261,LA1 (2773),Mo 04:30PM - 07:20PM,"Rm 5510, Lift 25-26 (30)","XIANG, Changying",15,8,7,0,
CORE 2261,LA2 (2775),Th 12:00PM - 02:50PM,"G002, CYT Bldg (30)","XIANG, Changying",15,8,7,0,
CORE 2521,L1 (2519),WeFr 01:30PM - 02:20PM,"Rm 4502, Lift 25-26 (60)","HO, Virgil Kit Yiu",48,48,0,0,
CORE 2521,T1 (2520),WeFr 02:30PM - 02:50PM,"Rm 4502, Lift 25-26 (60)","HO, Virgil Kit Yiu",48,48,0,0,
CORE 2523,L1 (2521),Tu 03:00PM - 04:50PM,"Rm 1409, Lift 25-26 (60)","CHANG, David Cheng",48,29,19,0,
CORE 2523,T1 (2522),Tu 05:00PM - 05:50PM,"Rm 1409, Lift 25-26 (60)","CHANG, David Cheng",48,29,19,0,
CORE 2571,L1 (2523),Mo 04:30PM - 05:50PM Fr 12:00PM - 01:20PM,"Rm 2464, Lift 25-26 (122) Rm 2464, Lift 25-26 (122)","WONG, Simon Man Ho WONG, Simon Man Ho",61,57,4,0,
CORE 2601,L1 (2525),Th 09:00AM - 10:50AM,Lecture Theater H (72),"LI, Siya",48,31,17,0,
CORE 2601,T1 (2526),Th 11:00AM - 11:50AM,Lecture Theater H (72),"LI, Siya",48,31,17,0,
CORE 2606,L1 (4387),We 09:00AM - 11:50AM,Lecture Theater H (72),"DU, Daisy Yan",48,47,1,0,
CORE 2631,L1 (2527),WeFr 01:30PM - 02:50PM,"LTL, CYT Bldg (354)","DROSCHA, Isaac David",48,38,10,0,
CORE 2632,L1 (2528),MoWe 11:00AM - 11:50AM,"LTL, CYT Bldg (354)","KAILA, Ilari",48,36,12,0,
CORE 2632,T1 (2530),Tu 06:00PM - 06:50PM,"G005, CYT Bldg (30)","KAILA, Ilari",12,10,2,0,
CORE 2632,T2 (2532),Tu 11:00AM - 11:50AM,"G005, CYT Bldg (30)","KAILA, Ilari",12,8,4,0,
CORE 2632,T3 (2533),We 06:00PM - 06:50PM,"G005, CYT Bldg (30)","KAILA, Ilari",12,7,5,0,
CORE 2632,T4 (2534),We 12:00PM - 12:50PM,"G005, CYT Bldg (30)","KAILA, Ilari",12,11,1,0,
CORE 2634,L1 (2535),Mo 09:00AM - 10:50AM,"Rm 105, Shaw Auditorium","PAGE, Timothy Markham",16,16,0,0,
CORE 2634,L2 (2537),Tu 09:00AM - 10:50AM,"Rm 105, Shaw Auditorium","PAGE, Timothy Markham",16,13,3,0,
CORE 2634,T1A (2539),Mo 12:00PM - 12:50PM,"Rm 105, Shaw Auditorium","PAGE, Timothy Markham",5,5,0,0,
CORE 2634,T1B (2541),Mo 01:00PM - 01:50PM,"Rm 105, Shaw Auditorium","PAGE, Timothy Markham",6,5,1,0,
CORE 2634,T1C (2542),Mo 02:00PM - 02:50PM,"Rm 105, Shaw Auditorium","PAGE, Timothy Markham",6,6,0,0,
CORE 2634,T2A (2543),Tu 12:00PM - 12:50PM,"Rm 105, Shaw Auditorium","PAGE, Timothy Markham",5,5,0,0,
CORE 2634,T2B (2544),Tu 01:00PM - 01:50PM,"Rm 105, Shaw Auditorium","PAGE, Timothy Markham",6,3,3,0,
CORE 2634,T2C (2545),Tu 02:00PM - 02:50PM,"Rm 105, Shaw Auditorium","PAGE, Timothy Markham",5,5,0,0,
CORE 2635,L1 (2546),WeFr 03:00PM - 03:50PM,"Rm 1409, Lift 25-26 (60)","DUJUNCO, Mercedes Maria",48,3,45,0,
CORE 2635,T1 (2547),WeFr 04:00PM - 04:20PM,"Rm 1409, Lift 25-26 (60)","DUJUNCO, Mercedes Maria",48,3,45,0,
CORE 2730,L1 (4096),WeFr 01:30PM - 02:50PM,"Rm 4620, Lift 31-32 (126)","GROVES, Julian Mcallister",33,33,0,0,
CORE 2940,L1 (3956),TuTh 04:30PM - 05:50PM,"Rm 4582, Lift 27-28 (66)","SHARIF, Naubahar",40,29,11,0,> The class is delivered in a blended learning mode
CORE 2942,L1 (2429),Fr 09:00AM - 11:50AM,"Rm 4582, Lift 27-28 (66)","BOOKHART, Davis Boyd",5,5,0,0,> The class is delivered in a blended learning mode
CORE 2943,L1 (4345),Mo 04:30PM - 05:50PM Fr 12:00PM - 01:20PM,"Rm 2465, Lift 25-26 (122) Rm 2465, Lift 25-26 (122)","STEUER, Benjamin STEUER, Benjamin",30,18,12,0,
CORE 3501,L1 (2548),WeFr 01:30PM - 02:50PM,"Rm 6591, Lift 31-32 (88)","PAN, Ping",25,22,3,0,
CORE 3574,L1 (2549),Mo 03:00PM - 04:20PM Fr 10:30AM - 11:50AM,"Rm 2503, Lift 25-26 (87) Rm 2503, Lift 25-26 (87)","PROOI, Dennis PROOI, Dennis",33,31,2,0,
CORE 3602,L1 (2550),Fr 03:00PM - 05:50PM,"Rm 2405, Lift 17-18 (92)","LI, Siya",79,57,22,0,
CORE 3651,L1 (2551),Mo 06:00PM - 07:20PM Tu 07:00PM - 08:20PM,Lecture Theater H (72) Lecture Theater H (72),"NG, Ni Na Camellia NG, Ni Na Camellia",39,33,6,0,
CPEG 1971,R1 (1903),TBA,TBA,TBA,303,295,8,0,Instructor Consent Required
CPEG 2930,T01 (1904),We 06:00PM - 06:50PM,"Rm 2130A, Lift 19 (28)",TBA,8,7,1,0,
CPEG 2930,T02 (1905),We 06:00PM - 06:50PM,TBA,TBA,4,4,0,0,> Classes held in Room 2130A
CPEG 2930,T03 (1906),We 06:00PM - 06:50PM,"Rm 2130B, Lift 19 (28)",TBA,13,13,0,0,
CPEG 2930,T04 (1907),We 06:00PM - 06:50PM,TBA,TBA,6,6,0,0,> Classes held in Room 2130B
CPEG 2930,T05 (1908),We 06:00PM - 06:50PM,"Rm 2130C, Lift 19 (28)",TBA,7,7,0,0,
CPEG 2930,T06 (1909),We 06:00PM - 06:50PM,TBA,TBA,9,9,0,0,> Classes held in Room 2130C
CPEG 2930,T07 (1910),We 06:00PM - 06:50PM,"Rm 2131A, Lift 19 (28)",TBA,5,5,0,0,
CPEG 2930,T08 (1911),We 06:00PM - 06:50PM,TBA,TBA,5,5,0,0,> Classes held in Room 2131A
CPEG 2930,T09 (1912),We 06:00PM - 06:50PM,"Rm 2131B, Lift 19 (28)",TBA,5,5,0,0,
CPEG 2930,T10 (1913),We 06:00PM - 06:50PM,TBA,TBA,6,6,0,0,> Classes held in Room 2131B
CPEG 2930,T11 (1914),We 06:00PM - 06:50PM,"Rm 2131C, Lift 19 (28)",TBA,6,6,0,0,
CPEG 2930,T12 (1915),We 06:00PM - 06:50PM,TBA,TBA,7,7,0,0,> Classes held in Room 2131C
CPEG 2930,T13 (1916),We 06:00PM - 06:50PM,"Rm 2132A, Lift 19 (28)",TBA,9,9,0,0,
